id,word,pos,zh,theme,emoji,spell,level,tier,alt
1108,throw,v.,丟,verbs,,True,2,2,
1109,ticket,n.,票,nouns,🎫,False,3,2,
1110,tidy,adj.,整齊的,adjectives,,False,2,2,
1111,tie,n.,領帶,clothing,👔,True,2,2,
1112,time,n.,時間,time,⏰,True,2,2,
1113,tip,n.,小費,nouns,,True,2,2,
1114,to,prep.,到,prepositions,,False,2,2,
1115,toast,n.,吐司,food,🍞,True,2,2,
1116,today,adv.,今天,time,,True,2,2,
1117,toe,n.,腳趾,body,,True,2,2,
1118,together,adv.,一起,adverbs,,False,3,2,
1119,tomorrow,adv.,明天,time,,False,3,2,
1120,tonight,adv.,今晚,time,,False,3,2,
1121,too,adv.,也,adverbs,,True,2,2,
1122,tool,n.,工具,nouns,🔧,True,2,2,
1123,top,n.,頂端,places,,True,2,2,
1124,topic,n.,主題,nouns,,True,2,2,
1125,total,n.,總數,numbers,,True,2,2,
1126,touch,v.,觸摸,verbs,,True,2,2,
1127,towel,n.,毛巾,house,,True,2,2,
1128,town,n.,城鎮,places,,True,2,2,
1129,toy,n.,玩具,sports,🧸,True,2,2,
1130,traffic,n.,交通,transportation,🚦,False,3,2,
1131,trash,n.,垃圾,nouns,🗑️,True,2,2,
1132,treat,v.,對待,nouns,,True,2,2,
1133,tree,n.,樹,nouns,🌳,True,2,2,
1134,trick,n.,把戲,nouns,,True,2,2,
1135,trip,n.,旅行,sports,,True,2,2,
1136,trouble,n.,麻煩,nouns,,False,3,2,
1137,true,adj.,真的,adjectives,,True,2,2,
1138,try,v.,嘗試,verbs,,True,2,2,
1139,turn,v.,轉彎,transportation,,True,2,2,
1140,twice,adv.,兩次,adverbs,,True,2,2,
1141,type,v.,打字,verbs,⌨️,True,2,2,
1142,typhoon,n.,颱風,weather,🌀,False,3,2,
1143,ugly,adj.,醜的,traits,,True,2,2,
1144,under,prep.,在…下面,prepositions,,False,2,2,
1145,understand,v.,了解,school,,False,3,2,
1146,unhappy,adj.,不快樂的,traits,,False,3,2,
1147,uniform,n.,制服,clothing,,False,3,2,
1148,until,prep.,直到,prepositions,,False,2,2,
1149,up,prep.,向上,prepositions,,False,2,2,
1150,upload,v.,上傳,verbs,,False,3,2,
1151,U.S.A./USA,n.,美國,countries,🇺🇸,False,3,2,
1152,use,v.,使用,verbs,,True,2,2,
1153,useful,adj.,有用的,adjectives,,False,3,2,
1154,usually,adv.,通常,adverbs,,False,3,2,
1155,vacation,n.,假期,holidays,🏖️,False,3,2,
1156,very,adv.,非常,adverbs,,True,2,2,
1157,video,n.,影片,house,📹,True,2,2,
1158,violin,n.,小提琴,sports,🎻,False,3,2,
1159,visit,v.,拜訪,verbs,,True,2,2,
1160,visitor,n.,訪客,people,,False,3,2,
1161,voice,n.,聲音,nouns,,True,2,2,
1162,wait,v.,等待,verbs,,True,2,2,
1163,waiter,n.,男服務生,jobs,,False,3,2,
1164,waitress,n.,女服務生,jobs,,False,3,2,
1165,wake,v.,醒來,verbs,,True,2,2,
1166,wall,n.,牆壁,house,,True,2,2,
1167,wallet,n.,錢包,clothing,,False,3,2,
1168,want,v.,想要,verbs,,True,2,2,
1169,wash,v.,洗,house,,True,2,2,
1170,watch,n.,手錶,time,⌚,True,2,2,
1171,wave,v.,揮手,verbs,👋,True,2,2,
1172,way,n.,方法,nouns,,True,2,2,
1173,we,pron.,我們,pronouns,,False,2,2,"us, our, ours, ourselves"
1174,weak,adj.,虛弱的,health,,True,2,2,
1175,wear,v.,穿,clothing,,True,2,2,
1176,week,n.,一週,time,,True,2,2,
1177,weekend,n.,週末,time,,False,3,2,
1178,welcome,v.,歡迎,verbs,,False,3,2,
1179,well,adj.,健康的,health,,True,2,2,
1180,west,n.,西方,places,,True,2,2,
1181,wet,adj.,濕的,weather,,True,2,2,
1182,whether,conj.,是否,wh-words,,False,3,2,
1183,which,pron.,哪一個,wh-words,,False,2,2,
1184,while,conj.,當…的時候,wh-words,,False,2,2,
1185,whose,pron.,誰的,wh-words,,False,2,2,
1186,wide,adj.,寬的,sizes,,True,2,2,
1187,wife,n.,妻子,family,,True,2,2,
1188,will,aux.,將會,auxiliaries,,False,2,2,would
1189,win,v.,贏,sports,,True,2,2,
1190,wise,adj.,有智慧的,traits,,True,2,2,
1191,wish,v.,希望,verbs,,True,2,2,
1192,with,prep.,和…一起,prepositions,,False,2,2,
1193,without,prep.,沒有,prepositions,,False,3,2,
1194,woman,n.,女人,people,👩,True,2,2,
1195,wonderful,adj.,美好的,adjectives,,False,3,2,
1196,word,n.,單字,nouns,,True,2,2,
1197,work,v.,工作,jobs,,True,2,2,
1198,workbook,n.,作業簿,school,,False,3,2,
1199,world,n.,世界,countries,🌍,True,2,2,
1200,worry,v.,擔心,verbs,,True,2,2,
1201,writer,n.,作家,jobs,,False,3,2,
1202,wrong,adj.,錯的,adjectives,,True,2,2,
1203,yard,n.,院子,house,,True,2,2,
1204,year,n.,年,time,,True,2,2,
1205,yes,adv.,是的,adverbs,,True,2,2,yeah
1206,yesterday,n.,昨天,time,,False,3,2,
1207,yet,adv.,還沒,adverbs,,False,2,2,
1208,you,pron.,你,pronouns,,False,2,2,"your, yours, yourself, yourselves"
1209,young,adj.,年輕的,traits,,True,2,2,
1210,yummy,adj.,好吃的,food,😋,True,2,2,
1211,zebra,n.,斑馬,animals,🦓,True,2,2,
1212,absent,adj.,缺席的,adjectives,,False,3,3,
1213,accept,v.,接受,verbs,,False,3,3,
1214,accident,n.,意外,nouns,,False,3,3,
1215,active,adj.,活潑的,traits,,False,3,3,
1216,activity,n.,活動,nouns,,False,3,3,
1217,add,v.,加,verbs,,True,3,3,
1218,address,n.,地址,house,,False,3,3,
1219,admire,v.,欽佩,verbs,,False,3,3,
1220,adult,n.,成人,people,,False,3,3,
1221,advertisement,n.,廣告,nouns,,False,3,3,
1222,advice,n.,建議,nouns,,False,3,3,
1223,advise,v.,勸告,verbs,,False,3,3,
1224,affect,v.,影響,verbs,,False,3,3,
1225,against,prep.,反對,prepositions,,False,3,3,
1226,aim,n.,目的,nouns,,True,3,3,
1227,air conditioner,n.,冷氣機,house,,False,3,3,
1228,airlines,n.,航空公司,transportation,,False,3,3,
1229,alarm,n.,警報,nouns,,False,3,3,
1230,album,n.,相簿,nouns,,False,3,3,
1231,alike,adj.,相像的,adjectives,,False,3,3,
1232,alive,adj.,活著的,adjectives,,False,3,3,
1233,alone,adj.,單獨的,adjectives,,False,3,3,
1234,aloud,adv.,大聲地,adverbs,,False,3,3,
1235,alphabet,n.,字母表,school,🔤,False,3,3,
1236,altogether,adv.,總共,adverbs,,False,3,3,
1237,ambulance,n.,救護車,transportation,🚑,False,3,3,
1238,among,prep.,在…之中,prepositions,,False,3,3,
1239,amount,n.,數量,sizes,,False,3,3,
1240,ancient,adj.,古代的,adjectives,,False,3,3,
1241,angel,n.,天使,people,👼,False,3,3,
1242,anger,n.,憤怒,nouns,,False,3,3,
1243,ankle,n.,腳踝,body,,False,3,3,
1244,anywhere,adv.,任何地方,adverbs,,False,3,3,
1245,apologize,v.,道歉,verbs,,False,3,3,
1246,appreciate,v.,感激,verbs,,False,3,3,
1247,argue,v.,爭吵,verbs,,False,3,3,
1248,armchair,n.,扶手椅,house,,False,3,3,
1249,army,n.,軍隊,nouns,,True,3,3,
1250,arrange,v.,安排,verbs,,False,3,3,
1251,artist,n.,藝術家,jobs,,False,3,3,
1252,asleep,adj.,睡著的,adjectives,,False,3,3,
1253,assistant,n.,助理,jobs,,False,3,3,
1254,assume,v.,假設,verbs,,False,3,3,
1255,attention,n.,注意,nouns,,False,3,3,
1256,available,adj.,可用的,adjectives,,False,3,3,
1257,avoid,v.,避免,verbs,,False,3,3,
1258,baby sitter,n.,保母,jobs,,False,3,3,
1259,backpack,n.,背包,school,🎒,False,3,3,
1260,backward,adv.,向後,places,,False,3,3,
1261,ball,n.,球,sports,,True,3,3,
1262,balloon,n.,氣球,nouns,🎈,False,3,3,
1263,barbecue,n.,烤肉,sports,,False,3,3,
1264,barber,n.,理髮師,jobs,,False,3,3,
1265,bark,v.,吠叫,animals,,True,3,3,
1266,base,n.,基礎,nouns,,True,3,3,
1267,basement,n.,地下室,house,,False,3,3,
1268,basic,adj.,基本的,adjectives,,False,3,3,
1269,bathe,v.,洗澡,verbs,,False,3,3,
1270,beard,n.,鬍子,body,🧔,False,3,3,
1271,beat,v.,打敗,verbs,,True,3,3,
1272,beauty,n.,美麗,nouns,,False,3,3,
1273,beer,n.,啤酒,food,🍺,True,3,3,
1274,beginner,n.,初學者,nouns,,False,3,3,
1275,beginning,n.,開始,nouns,,False,3,3,
1276,behave,v.,守規矩,school,,False,3,3,
1277,besides,adv.,此外,conjunctions,,False,3,3,
1278,beyond,prep.,超過,prepositions,,False,3,3,
1279,bill,n.,帳單,money,🧾,True,3,3,
1280,biology,n.,生物學,school,,False,3,3,
1281,bitter,adj.,苦的,food,,False,3,3,
1282,blame,v.,責怪,verbs,,False,3,3,
1283,bless,v.,祝福,verbs,,False,3,3,
1284,blood,n.,血,nouns,🩸,False,3,3,
1285,blouse,n.,女用襯衫,clothing,👚,False,3,3,
1286,board,n.,板子,school,,False,3,3,
1287,bomb,n.,炸彈,nouns,💣,True,3,3,
1288,bone,n.,骨頭,body,🦴,True,3,3,
1289,bookcase,n.,書櫃,house,,False,3,3,
1290,bother,v.,打擾,verbs,,False,3,3,
1291,bowling,n.,保齡球,sports,🎳,False,3,3,
1292,branch,n.,樹枝,nouns,,False,3,3,
1293,brick,n.,磚塊,house,🧱,False,3,3,
1294,broad,adj.,寬闊的,adjectives,,False,3,3,
1295,broadcast,v.,廣播,verbs,,False,3,3,
1296,brunch,n.,早午餐,food,,False,3,3,
1297,bucket,n.,水桶,house,🪣,False,3,3,
1298,buffet,n.,自助餐,places,,False,3,3,
1299,building,n.,建築物,house,🏢,False,3,3,
1300,bundle,n.,一捆,nouns,,False,3,3,
1301,burst,v.,爆裂,verbs,,False,3,3,
1302,cabbage,n.,高麗菜,food,🥬,False,3,3,
1303,cable,n.,電纜,nouns,,False,3,3,
1304,cafeteria,n.,自助餐廳,places,,False,3,3,
1305,cage,n.,籠子,nouns,,True,3,3,
1306,calendar,n.,日曆,time,📅,False,3,3,
1307,calm,v.,冷靜,verbs,,True,3,3,
1308,campus,n.,校園,school,,False,3,3,
1309,cancel,v.,取消,verbs,,False,3,3,
1310,cancer,n.,癌症,health,,False,3,3,
1311,captain,n.,船長,nouns,,False,3,3,
1312,careless,adj.,粗心的,traits,,False,3,3,
1313,carpet,n.,地毯,house,,False,3,3,
1314,carrot,n.,胡蘿蔔,food,🥕,False,3,3,
1315,cartoon,n.,卡通,sports,,False,3,3,
1316,cash,n.,現金,money,💵,True,3,3,
1317,cause,n.,原因,nouns,,False,3,3,
1318,ceiling,n.,天花板,house,,False,3,3,
1319,central,adj.,中央的,places,,False,3,3,
1320,century,n.,世紀,nouns,,False,3,3,
1321,cereal,n.,穀片,food,🥣,False,3,3,
1322,certain,adj.,確定的,verbs,,False,3,3,
1323,channel,n.,頻道,nouns,,False,3,3,
1324,character,n.,角色,nouns,,False,3,3,
1325,charge,v.,收費,money,,False,3,3,
1326,chart,n.,圖表,nouns,📊,False,3,3,
1327,chase,v.,追趕,verbs,,False,3,3,
1328,chemistry,n.,化學,school,,False,3,3,
1329,chess,n.,西洋棋,sports,♟️,False,3,3,
1330,childhood,n.,童年,nouns,,False,3,3,
1331,childish,adj.,幼稚的,traits,,False,3,3,
1332,childlike,adj.,天真的,traits,,False,3,3,
1333,chin,n.,下巴,body,,True,3,3,
1334,chubby,adj.,圓胖的,traits,,False,3,3,
1335,classical,adj.,古典的,adjectives,,False,3,3,
1336,clever,adj.,機靈的,traits,,False,3,3,
1337,climate,n.,氣候,weather,,False,3,3,
1338,closet,n.,衣櫥,house,,False,3,3,
1339,coach,n.,教練,nouns,,False,3,3,
1340,coast,n.,海岸,geography,,False,3,3,
1341,cockroach,n.,蟑螂,animals,🪳,False,3,3,
1342,coin,n.,硬幣,money,🪙,True,3,3,
1343,cola,n.,可樂,food,🥤,True,3,3,
1344,college,n.,學院,school,,False,3,3,
1345,colorful,adj.,色彩繽紛的,adjectives,,False,3,3,
1346,command,n.,命令,nouns,,False,3,3,
1347,comment,v.,評論,verbs,,False,3,3,
1348,company,n.,公司,jobs,,False,3,3,
1349,compare,v.,比較,verbs,,False,3,3,
1350,complain,v.,抱怨,verbs,,False,3,3,
1351,complete,v.,完成,verbs,,False,3,3,
1352,concern,v.,關心,verbs,,False,3,3,
1353,confident,adj.,有自信的,traits,,False,3,3,
1354,confuse,v.,使困惑,verbs,,False,3,3,
1355,congratulation,n.,恭喜,nouns,,False,3,3,
1356,consider,v.,考慮,verbs,,False,3,3,
1357,considerate,adj.,體貼的,traits,,False,3,3,
1358,contact lens,n.,隱形眼鏡,clothing,,False,3,3,
1359,continue,v.,繼續,verbs,,False,3,3,
1360,contract,n.,合約,nouns,,False,3,3,
1361,control,v.,控制,verbs,,False,3,3,
1362,convenience store,n.,便利商店,places,🏪,False,3,3,
1363,conversation,n.,對話,school,,False,3,3,
1364,corn,n.,玉米,food,🌽,True,3,3,
1365,cotton,n.,棉花,clothing,,False,3,3,
1366,cough,n.,咳嗽,health,,False,3,3,
1367,couple,n.,夫妻,people,,False,3,3,
1368,courage,n.,勇氣,nouns,,False,3,3,
1369,court,n.,法院,nouns,,False,3,3,
1370,cowboy,n.,牛仔,jobs,🤠,False,3,3,
1371,crab,n.,螃蟹,animals,🦀,True,3,3,
1372,crayon,n.,蠟筆,school,🖍️,False,3,3,
1373,cream,n.,奶油,food,,False,3,3,
1374,create,v.,創造,verbs,,False,3,3,
1375,credit card,n.,信用卡,money,💳,False,3,3,
1376,crime,n.,犯罪,nouns,,False,3,3,
1377,crowd,n.,人群,nouns,,False,3,3,
1378,crowded,adj.,擁擠的,adjectives,,False,3,3,
1379,cruel,adj.,殘忍的,traits,,False,3,3,
1380,culture,n.,文化,holidays,,False,3,3,
1381,cure,v.,治癒,health,,True,3,3,
1382,curious,adj.,好奇的,traits,,False,3,3,
1383,current,adj.,目前的,time,,False,3,3,
1384,curtain,n.,窗簾,house,,False,3,3,
1385,curve,n.,曲線,nouns,,False,3,3,
1386,custom,n.,習俗,holidays,,False,3,3,
1387,customer,n.,顧客,people,,False,3,3,
1388,daily,adj.,每天的,time,,False,3,3,
1389,damage,n.,損害,nouns,,False,3,3,
1390,danger,n.,危險,nouns,,False,3,3,
1391,dawn,n.,黎明,time,🌅,True,3,3,
1392,deaf,adj.,聾的,traits,,True,3,3,
1393,debate,n.,辯論,nouns,,False,3,3,
1394,decision,n.,決定,nouns,,False,3,3,
1395,decorate,v.,裝飾,house,,False,3,3,
1396,decrease,v.,減少,verbs,,False,3,3,
1397,deer,n.,鹿,animals,🦌,True,3,3,
1398,degree,n.,度數,weather,,False,3,3,
1399,deliver,v.,遞送,verbs,,False,3,3,
1400,department,n.,部門,nouns,,False,3,3,
1401,depend,v.,依靠,verbs,,False,3,3,
1402,describe,v.,描述,verbs,,False,3,3,
1403,desert,n.,沙漠,geography,🏜️,False,3,3,
1404,design,v.,設計,house,,False,3,3,
1405,desire,n.,渴望,nouns,,False,3,3,
1406,dessert,n.,甜點,food,🍰,False,3,3,
1407,detect,v.,偵測,verbs,,False,3,3,
1408,develop,v.,發展,verbs,,False,3,3,
1409,dial,v.,撥號,verbs,,False,3,3,
1410,diamond,n.,鑽石,clothing,💎,False,3,3,
1411,diary,n.,日記,school,,False,3,3,
1412,diet,n.,飲食,food,,True,3,3,
1413,difference,n.,差異,nouns,,False,3,3,
1414,difficulty,n.,困難,nouns,,False,3,3,
1415,diligent,adj.,勤勉的,traits,,False,3,3,
1416,diplomat,n.,外交官,jobs,,False,3,3,
1417,dinosaur,n.,恐龍,animals,🦕,False,3,3,
1418,direct,v.,指揮,verbs,,False,3,3,
1419,direction,n.,方向,nouns,🧭,False,3,3,
1420,disappear,v.,消失,verbs,,False,3,3,
1421,discover,v.,發現,verbs,,False,3,3,
1422,discuss,v.,討論,verbs,,False,3,3,
1423,discussion,n.,討論,nouns,,False,3,3,
1424,dishonest,adj.,不誠實的,traits,,False,3,3,
1425,distance,n.,距離,sizes,,False,3,3,
1426,distant,adj.,遙遠的,sizes,,False,3,3,
1427,divide,v.,分開,verbs,,False,3,3,
1428,dizzy,adj.,頭暈的,health,,False,3,3,
1429,dodge ball,n.,躲避球,sports,,False,3,3,
1430,dolphin,n.,海豚,animals,🐬,False,3,3,
1431,donkey,n.,驢子,animals,🫏,False,3,3,
1432,double,adj.,雙倍的,adjectives,,False,3,3,
1433,doubt,v.,懷疑,verbs,,False,3,3,
1434,doughnut,n.,甜甜圈,food,🍩,False,3,3,
1435,downstairs,adv.,在樓下,house,,False,3,3,
1436,downtown,n.,市中心,places,,False,3,3,
1437,dragon,n.,龍,animals,🐉,False,3,3,
1438,drama,n.,戲劇,sports,🎭,False,3,3,
1439,dresser,n.,梳妝台,house,,False,3,3,
1440,drugstore,n.,藥局,places,,False,3,3,
1441,dryer,n.,烘乾機,house,,False,3,3,
1442,dumb,adj.,笨的,traits,,True,3,3,
1443,dumpling,n.,水餃,food,🥟,False,3,3,
1444,duty,n.,責任,nouns,,True,3,3,
1445,eagle,n.,老鷹,animals,🦅,False,3,3,
1446,earn,v.,賺,money,,True,3,3,
1447,earrings,n.,耳環,clothing,,False,3,3,
1448,ease,v.,減輕,verbs,,False,3,3,
1449,edge,n.,邊緣,nouns,,True,3,3,
1450,education,n.,教育,nouns,,False,3,3,
1451,effort,n.,努力,nouns,,False,3,3,
1452,elder,adj.,年長的,family,,False,3,3,
1453,elect,v.,選舉,verbs,,False,3,3,
1454,electric,adj.,電的,adjectives,,False,3,3,
1455,embarrass,v.,使尷尬,verbs,,False,3,3,
1456,emotion,n.,情緒,nouns,,False,3,3,
1457,emphasize,v.,強調,verbs,,False,3,3,
1458,employ,v.,僱用,jobs,,False,3,3,
1459,empty,adj.,空的,adjectives,,False,3,3,
1460,enemy,n.,敵人,nouns,,False,3,3,
1461,energetic,adj.,精力充沛的,traits,,False,3,3,
1462,energy,n.,能量,nouns,,False,3,3,
1463,engine,n.,引擎,nouns,,False,3,3,
1464,entrance,n.,入口,nouns,,False,3,3,
1465,environment,n.,環境,geography,,False,3,3,
1466,envy,v.,羨慕,verbs,,True,3,3,
1467,equal,adj.,相等的,adjectives,,False,3,3,
1468,especially,adv.,尤其,adverbs,,False,3,3,
1469,event,n.,事件,nouns,,False,3,3,
1470,everywhere,adv.,到處,adverbs,,False,3,3,
1471,evil,adj.,邪惡的,traits,,True,3,3,
1472,exam,n.,考試,school,,True,3,3,
1473,excite,v.,使興奮,verbs,,False,3,3,
1474,exist,v.,存在,verbs,,False,3,3,
1475,exit,n.,出口,nouns,,True,3,3,
1476,express,v.,表達,verbs,,False,3,3,
1477,extra,adj.,額外的,sizes,,False,3,3,
1478,fair,adj.,公平的,adjectives,,True,3,3,
1479,false,adj.,假的,adjectives,,False,3,3,
1480,fancy,adj.,花俏的,adjectives,,False,3,3,
1481,fantastic,adj.,極好的,adjectives,,False,3,3,
1482,fashionable,adj.,時髦的,adjectives,,False,3,3,
1483,faucet,n.,水龍頭,house,,False,3,3,
1484,fault,n.,過錯,nouns,,False,3,3,
1485,fear,n.,恐懼,nouns,,True,3,3,
1486,fee,n.,費用,nouns,,True,3,3,
1487,feeling,n.,感覺,nouns,,False,3,3,
1488,female,n.,女性,people,,False,3,3,
1489,fence,n.,籬笆,house,,False,3,3,
1490,film,n.,電影,sports,🎬,True,3,3,
1491,final,n.,期末考,school,,False,3,3,
1492,fit,v.,合身,verbs,,True,3,3,
1493,flag,n.,旗子,nouns,🚩,True,3,3,
1494,flashlight,n.,手電筒,house,🔦,False,3,3,
1495,flat tire,n.,爆胎,transportation,,False,3,3,
1496,flight,n.,班機,nouns,,False,3,3,
1497,flour,n.,麵粉,food,,False,3,3,
1498,flu,n.,流感,health,,True,3,3,
1499,flute,n.,長笛,sports,🪈,False,3,3,
1500,focus,v.,專注,verbs,,False,3,3,
1501,fog,n.,霧,weather,🌫️,True,3,3,
1502,foggy,adj.,多霧的,weather,,False,3,3,
1503,foolish,adj.,愚蠢的,traits,,False,3,3,
1504,football,n.,美式足球,sports,🏈,False,3,3,
1505,forest,n.,森林,geography,🌲,False,3,3,
1506,forgive,v.,原諒,verbs,,False,3,3,
1507,form,v.,形成,verbs,,True,3,3,
1508,formal,adj.,正式的,adjectives,,False,3,3,
1509,former,adj.,以前的,adjectives,,False,3,3,
1510,forward,adv.,向前,places,,False,3,3,
1511,frank,adj.,坦白的,traits,,False,3,3,
1512,freedom,n.,自由,nouns,,False,3,3,
1513,freezer,n.,冷凍庫,house,,False,3,3,
1514,freezing,adj.,極冷的,weather,,False,3,3,
1515,friendship,n.,友誼,nouns,,False,3,3,
1516,frighten,v.,使害怕,verbs,,False,3,3,
1517,frisbee,n.,飛盤,sports,🥏,False,3,3,
1518,furniture,n.,家具,house,,False,3,3,
1519,gain,v.,獲得,verbs,,True,3,3,
1520,garage,n.,車庫,house,,False,3,3,
1521,gather,v.,聚集,verbs,,False,3,3,
1522,general,adj.,一般的,adjectives,,False,3,3,
1523,generous,adj.,慷慨的,traits,,False,3,3,
1524,genius,n.,天才,people,,False,3,3,
1525,gentle,adj.,溫柔的,traits,,False,3,3,
1526,gentleman,n.,紳士,people,,False,3,3,
1527,geography,n.,地理,school,,False,3,3,
1528,gesture,n.,手勢,nouns,,False,3,3,
1529,goal,n.,目標,nouns,,True,3,3,
1530,gold,n.,黃金,clothing,,True,3,3,
1531,golden,adj.,金色的,colors,,False,3,3,
1532,golf,n.,高爾夫球,sports,⛳,True,3,3,
1533,goodness,n.,善良,nouns,,False,3,3,
1534,government,n.,政府,nouns,,False,3,3,
1535,granddaughter,n.,孫女,family,,False,3,3,
1536,grandson,n.,孫子,family,,False,3,3,
1537,greedy,adj.,貪心的,traits,,False,3,3,
1538,greet,v.,問候,verbs,,False,3,3,
1539,guard,n.,警衛,school,,False,3,3,
1540,guest,n.,客人,people,,False,3,3,
1541,guide,n.,導遊,jobs,,False,3,3,
1542,gun,n.,槍,nouns,,True,3,3,
1543,hair dresser,n.,美髮師,jobs,,False,3,3,
1544,haircut,n.,剪頭髮,nouns,,False,3,3,
1545,hall,n.,大廳,house,,True,3,3,
1546,hammer,n.,鐵鎚,house,🔨,False,3,3,
1547,handkerchief,n.,手帕,clothing,,False,3,3,
1548,handle,v.,處理,verbs,,False,3,3,
1549,hanger,n.,衣架,house,,False,3,3,
1550,hardly,adv.,幾乎不,adverbs,,False,3,3,
1551,heater,n.,暖氣機,house,,False,3,3,
1552,helicopter,n.,直升機,transportation,🚁,False,3,3,
1553,hero,n.,英雄,people,🦸,True,3,3,
1554,highway,n.,高速公路,transportation,🛣️,False,3,3,
1555,hip,n.,臀部,body,,False,3,3,
1556,hippo,n.,河馬,animals,🦛,False,3,3,
1557,hire,v.,聘請,jobs,,True,3,3,
1558,hole,n.,洞,clothing,🕳️,True,3,3,
1559,homesick,adj.,想家的,adjectives,,False,3,3,
1560,honesty,n.,誠實,nouns,,False,3,3,
1561,hop,v.,單腳跳,verbs,,True,3,3,
1562,horrible,adj.,可怕的,adjectives,,False,3,3,
1563,host,n.,主人,people,,True,3,3,
1564,housework,n.,家事,house,,False,3,3,
1565,hug,v.,擁抱,verbs,🫂,True,3,3,
1566,human,n.,人類,nouns,,False,3,3,
1567,humble,adj.,謙虛的,traits,,False,3,3,
1568,humid,adj.,潮濕的,weather,,False,3,3,
1569,humor,n.,幽默,nouns,,False,3,3,
1570,humorous,adj.,幽默的,traits,,False,3,3,
1571,hunger,n.,飢餓,nouns,,False,3,3,
1572,hunter,n.,獵人,jobs,,False,3,3,
1573,ignore,v.,忽視,verbs,,False,3,3,
1574,ill,adj.,生病的,health,,True,3,3,
1575,imagine,v.,想像,verbs,,False,3,3,
1576,impolite,adj.,沒禮貌的,traits,,False,3,3,
1577,importance,n.,重要性,nouns,,False,3,3,
1578,impossible,adj.,不可能的,adjectives,,False,3,3,
1579,improve,v.,改善,verbs,,False,3,3,
1580,include,v.,包括,verbs,,False,3,3,
1581,income,n.,收入,nouns,,False,3,3,
1582,increase,v.,增加,verbs,,False,3,3,
1583,independent,adj.,獨立的,adjectives,,False,3,3,
1584,indicate,v.,指出,verbs,,False,3,3,
1585,influence,n.,影響,nouns,,False,3,3,
1586,information,n.,資訊,nouns,,False,3,3,
1587,ink,n.,墨水,school,,True,3,3,
1588,insist,v.,堅持,verbs,,False,3,3,
1589,inspire,v.,鼓舞,verbs,,False,3,3,
1590,instant,adj.,立即的,adjectives,,False,3,3,
1591,instrument,n.,樂器,sports,,False,3,3,
1592,intelligent,adj.,聰明的,traits,,False,3,3,
1593,international,adj.,國際的,places,,False,3,3,
1594,interrupt,v.,打斷,verbs,,False,3,3,
1595,introduce,v.,介紹,verbs,,False,3,3,
1596,invent,v.,發明,verbs,,False,3,3,
1597,invitation,n.,邀請函,nouns,,False,3,3,
1598,iron,n.,熨斗,clothing,,True,3,3,
1599,jam,n.,果醬,food,,True,3,3,
1600,jazz,n.,爵士樂,sports,🎷,True,3,3,
1601,jealous,adj.,嫉妒的,traits,,False,3,3,
1602,jeep,n.,吉普車,transportation,🚙,True,3,3,
1603,journalist,n.,記者,jobs,,False,3,3,
1604,judge,n.,法官,jobs,,False,3,3,
1605,kangaroo,n.,袋鼠,animals,🦘,False,3,3,
1606,ketchup,n.,番茄醬,food,,False,3,3,
1607,kilometer,n.,公里,sizes,,False,3,3,
1608,kindergarten,n.,幼稚園,school,,False,3,3,
1609,kingdom,n.,王國,nouns,,False,3,3,
1610,kitten,n.,小貓,animals,🐱,False,3,3,
1611,koala,n.,無尾熊,animals,🐨,False,3,3,
1612,lack,n.,缺乏,nouns,,True,3,3,
1613,lady,n.,女士,people,,True,3,3,
1614,lamb,n.,小羊,animals,🐑,True,3,3,
1615,lantern,n.,燈籠,holidays,🏮,False,3,3,
1616,latest,adj.,最新的,adjectives,,False,3,3,
1617,latter,adj.,後者的,adjectives,,False,3,3,
1618,law,n.,法律,school,,True,3,3,
1619,lay,v.,放置,verbs,,False,3,3,
1620,leaf,n.,葉子,nouns,🍃,True,3,3,
1621,lettuce,n.,萵苣,food,🥬,False,3,3,
1622,lick,v.,舔,verbs,,False,3,3,
1623,lid,n.,蓋子,nouns,,False,3,3,
1624,lift,v.,舉起,verbs,,True,3,3,
1625,lightning,n.,閃電,weather,⚡,False,3,3,
1626,likely,adj.,可能的,adjectives,,False,3,3,
1627,limit,v.,限制,verbs,,False,3,3,
1628,link,n.,連結,nouns,🔗,True,3,3,
1629,liquid,n.,液體,food,,False,3,3,
1630,liter,n.,公升,sizes,,False,3,3,
1631,loaf,n.,一條麵包,sizes,🍞,False,3,3,
1632,local,adj.,當地的,places,,False,3,3,
1633,lock,v.,鎖上,verbs,🔒,True,3,3,
1634,locker,n.,置物櫃,nouns,,False,3,3,
1635,loser,n.,輸家,sports,,False,3,3,
1636,ma'am,n.,夫人,people,,False,3,3,
1637,magazine,n.,雜誌,school,,False,3,3,
1638,magician,n.,魔術師,jobs,,False,3,3,
1639,major,adj.,主要的,adjectives,,False,3,3,
1640,male,n.,男性,people,,True,3,3,
1641,mall,n.,購物中心,places,,True,3,3,
1642,manager,n.,經理,jobs,,False,3,3,
1643,mango,n.,芒果,food,🥭,False,3,3,
1644,manner,n.,方式,nouns,,False,3,3,
1645,marry,v.,結婚,family,,False,3,3,
1646,marvelous,adj.,很棒的,adjectives,,False,3,3,
1647,mass,n.,大量,nouns,,False,3,3,
1648,master,n.,主人,people,,False,3,3,
1649,mat,n.,墊子,house,,True,3,3,
1650,match,v.,相配,verbs,,False,3,3,
